date,stkcd,weight
2024-03-01,301355,0.0019289533325766268
2024-03-01,301357,0.0004669719427094255
2024-03-01,301361,0.0006101312244159646
2024-03-01,301368,0.00025853284523425066
2024-03-01,301372,0.0007645241866919557
2024-03-01,301373,0.0006740965947176383
2024-03-01,301376,0.004912124059450763
2024-03-01,301379,0.00036985830860613786
2024-03-01,301380,0.0003592606493337557
2024-03-01,301381,0.001628337228798451
2024-03-01,301386,0.0005984819408948961
2024-03-01,301388,0.0005597409223994675
2024-03-01,301397,0.00033841286536432047
2024-03-01,301418,0.0006057099836593271
2024-03-01,301468,0.001080879022564489
2024-03-01,301469,0.0008829715958977517
2024-03-01,301487,0.0005381200284012048
2024-03-01,301488,0.00028691525541757603
2024-03-01,301489,0.00025853284523425066
2024-03-01,301509,0.00026963863788705535
2024-03-01,301511,0.0007885658277828976
2024-03-01,301555,0.0003239844098642913
2024-03-01,301558,0.0012114199673186543
2024-03-01,301578,0.0002926066898891032
2024-03-01,600012,0.0035318863835910068
2024-03-01,600017,0.004912124059450763
2024-03-01,600022,0.001959093228398136
2024-03-01,600033,0.004912124059450763
2024-03-01,600038,0.000315426331113159
2024-03-01,600051,0.0006316471869898273
2024-03-01,600056,0.0012925975939946466
2024-03-01,600057,0.001617831827322332
2024-03-01,600059,0.0006832804720298678
2024-03-01,600071,0.0005622509713788373
2024-03-01,600073,0.0014838102558281743
2024-03-01,600088,0.00025853284523425066
2024-03-01,600103,0.0009833879734704371
2024-03-01,600113,0.0002693490152899693
2024-03-01,600114,0.00025853284523425066
2024-03-01,600116,0.001597222504681283
2024-03-01,600118,0.0005416067672461371
2024-03-01,600119,0.00025853284523425066
2024-03-01,600120,0.002161758045128978
2024-03-01,600125,0.0016074611104805222
2024-03-01,600131,0.0007986112523406415
2024-03-01,600137,0.00031582359349491366
2024-03-01,600148,0.00028790348247412337
2024-03-01,600156,0.00029023603383676095
2024-03-01,600158,0.004912124059450763
2024-03-01,600163,0.0009498633834657632
2024-03-01,600165,0.00025853284523425066
2024-03-01,600168,0.0005392772757741107
2024-03-01,600179,0.001247581757387868
2024-03-01,600187,0.0023882279355710617
2024-03-01,600189,0.00032951896614318195
2024-03-01,600190,0.0027556476179666097
2024-03-01,600193,0.0002725694926466972
2024-03-01,600199,0.000311895439346967
2024-03-01,600202,0.0002957121854185866
2024-03-01,600203,0.00025853284523425066
2024-03-01,600213,0.0006161276000859004
2024-03-01,600217,0.0011555941623730942
2024-03-01,600222,0.00034780018479190216
2024-03-01,600227,0.0006116193493535645
2024-03-01,600230,0.0004695953805898154
2024-03-01,600234,0.00028239181670603765
2024-03-01,600250,0.0002839908643657548
2024-03-01,600251,0.000665156321578147
2024-03-01,600255,0.00029606131432699105
2024-03-01,600262,0.0005475195048798285
2024-03-01,600265,0.004731394966697385
2024-03-01,600267,0.0005235155182358276
2024-03-01,600268,0.0003776565259562673
2024-03-01,600272,0.0005804720676735219
2024-03-01,600281,0.00026012856144705545
2024-03-01,600283,0.0007860938345923556
2024-03-01,600289,0.0002690600142006024
2024-03-01,600293,0.0007043930708847232
2024-03-01,600298,0.0003521965354423616
2024-03-01,600300,0.001990189946309218
2024-03-01,600306,0.00025853284523425066
2024-03-01,600308,0.0010362146001444688
2024-03-01,600310,0.0017659431917955034
2024-03-01,600319,0.00027080338362306855
2024-03-01,600320,0.0019745191593304053
2024-03-01,600323,0.0008276037400493778
2024-03-01,600326,0.000336595883536861
2024-03-01,600327,0.000584531312902008
2024-03-01,600328,0.0012055958328603916
2024-03-01,600336,0.0002820741656186293
2024-03-01,600337,0.0010405142457882218
2024-03-01,600340,0.001114506369933162
2024-03-01,600352,0.0006513348915193804
2024-03-01,600354,0.004559344240635662
2024-03-01,600358,0.00032482374771368065
2024-03-01,600365,0.0007668621811466712
2024-03-01,600389,0.000339788527418647
2024-03-01,600408,0.0007205860150429927
2024-03-01,600409,0.0016943509002362261
2024-03-01,600419,0.0020387311645118818
2024-03-01,600420,0.00085584960148451
2024-03-01,600421,0.00025878630880800976
2024-03-01,600429,0.0009911617914425354
2024-03-01,600433,0.0006616462618336714
2024-03-01,600455,0.00027346121399668644
2024-03-01,600462,0.004110884151392811
2024-03-01,600467,0.001432936761342637
2024-03-01,600469,0.0005107208416190661
2024-03-01,600476,0.001266484511287684
2024-03-01,600477,0.0008303441497846405
2024-03-01,600480,0.0030212522076501383
2024-03-01,600487,0.0007024199810503122
2024-03-01,600488,0.00047947214767679055
2024-03-01,600496,0.004323516090257956
2024-03-01,600500,0.0009185492059888697
2024-03-01,600506,0.00025853284523425066
2024-03-01,600507,0.0013481931894352766
2024-03-01,600509,0.00031903808299613417
2024-03-01,600513,0.0003416402360149339
2024-03-01,600522,0.0005818188706147599
2024-03-01,600526,0.0011884546598813338
2024-03-01,600527,0.003918186456796272
2024-03-01,600530,0.004912124059450763
2024-03-01,600531,0.0003010371347358481
2024-03-01,600539,0.00027375975243991424
2024-03-01,600540,0.0006599050874604249
2024-03-01,600545,0.0004850366213442195
2024-03-01,600550,0.00046266408345933845
2024-03-01,600559,0.00031035140251851667
2024-03-01,600561,0.0002912473092159831
2024-03-01,600567,0.0007004579140641381
2024-03-01,600568,0.0029501639204113114
2024-03-01,600570,0.0002617577591179138
2024-03-01,600576,0.0005751466358600033
2024-03-01,600581,0.0017784676115954713
2024-03-01,600593,0.00025853284523425066
2024-03-01,600594,0.0005065938045150737
2024-03-01,600597,0.002612124304530849
2024-03-01,600598,0.0013198101749208498
2024-03-01,600602,0.00026563975978279817
2024-03-01,600609,0.0003043251616929144
2024-03-01,600610,0.0002798704611997338
2024-03-01,600618,0.0011295672668241506
2024-03-01,600621,0.003256674457596902
2024-03-01,600624,0.001914228497976805
2024-03-01,600628,0.0024584699336760926
2024-03-01,600629,0.00025853284523425066
2024-03-01,600630,0.0012352903115022732
2024-03-01,600635,0.004399367249736166
2024-03-01,600647,0.00036029300752149637
2024-03-01,600651,0.00048410025721035035
2024-03-01,600653,0.0009571142489884025
2024-03-01,600661,0.00025853284523425066
2024-03-01,600664,0.0006814237316167431
2024-03-01,600681,0.004822383331441566
2024-03-01,600689,0.0002789365219521262
2024-03-01,600692,0.004912124059450763
2024-03-01,600696,0.0003039562827090442
2024-03-01,600697,0.0006191702055184234
2024-03-01,600706,0.0002642401825447434
2024-03-01,600713,0.0014087861417694464
2024-03-01,600715,0.00025853284523425066
2024-03-01,600719,0.002882344060171971
2024-03-01,600721,0.0003003160877065406
2024-03-01,600722,0.00048039067669532843
2024-03-01,600726,0.004912124059450763
2024-03-01,600732,0.00030285499182966356
2024-03-01,600739,0.0006207028050370333
2024-03-01,600740,0.0018997267669315263
2024-03-01,600766,0.0030958510275921167
2024-03-01,600768,0.00027556476179666097
2024-03-01,600790,0.0015290483733839113
2024-03-01,600793,0.0002731633259640103
2024-03-01,600794,0.0011663438755114487
2024-03-01,600809,0.000320260451130219
2024-03-01,600814,0.0007715813330306506
2024-03-01,600822,0.004912124059450763
2024-03-01,600826,0.004912124059450763
2024-03-01,600827,0.0011941139677855309
