strategy,lambda_risk,periods,annual_return,annual_benchmark_return,annual_excess_return,max_drawdown,sharpe,information_ratio,avg_turnover
EXP0003_like_baseline,0.0,22,0.48829623349680973,0.3317320703977973,0.12042456906470855,-0.102655498664324,1.9183037320771033,2.3078537300791124,0.6314478438891468
EXP0004_upgraded,0.0,22,0.49220493153624845,0.3317320703977973,0.12429638346116767,-0.10339178227086843,1.9080841360807779,2.556229232183461,0.7143568391034354
EXP0004_upgraded,0.25,22,0.3593349538938826,0.3317320703977973,0.018902264153712656,-0.10900709234582395,1.5841155700099914,0.5481505153984505,0.6447069769035536
EXP0004_upgraded,0.5,22,0.3570440833690087,0.3317320703977973,0.017113601496998365,-0.1095175598685244,1.5770347157595683,0.5019648672120249,0.6434600903209073
EXP0004_upgraded,1.0,22,0.3571935801952044,0.3317320703977973,0.017247129285405505,-0.10962247509147904,1.577023485608052,0.505149821884142,0.6433782898177476
