rebalance_date,action,stkcd,weight_change,new_weight,old_weight,ref_price,ref_trade_notional,ref_trade_shares,market_volume,market_amount,source
2024-03-01,BUY,001328,0.0005290378338290325,0.0005290378338290325,0.0,,529.0378338290325,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,001333,0.0006870244746163328,0.0006870244746163328,0.0,,687.0244746163328,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,001339,0.00026877163262053745,0.00026877163262053745,0.0,,268.77163262053745,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,001360,0.0009219262251285347,0.0009219262251285347,0.0,,921.9262251285347,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,001380,0.0004002616651795075,0.0004002616651795075,0.0,,400.26166517950753,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,001896,0.0004542824877444954,0.0004542824877444954,0.0,,454.2824877444954,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002006,0.00026039868456382285,0.00026039868456382285,0.0,,260.3986845638228,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002028,0.003980379892618436,0.003980379892618436,0.0,,3980.379892618436,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002029,0.0030580967467678227,0.0030580967467678227,0.0,,3058.096746767823,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002035,0.0008737419276479493,0.0008737419276479493,0.0,,873.7419276479493,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002045,0.00029466972178021324,0.00029466972178021324,0.0,,294.66972178021325,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002047,0.0009253281669186769,0.0009253281669186769,0.0,,925.3281669186769,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002048,0.001104686930550491,0.001104686930550491,0.0,,1104.6869305504908,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002052,0.004179398887249357,0.004179398887249357,0.0,,4179.398887249357,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002056,0.0009085649754889909,0.0009085649754889909,0.0,,908.5649754889909,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002060,0.0008617317293297645,0.0008617317293297645,0.0,,861.7317293297644,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002062,0.0021432814806406964,0.0021432814806406964,0.0,,2143.2814806406964,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002078,0.0033887018004724523,0.0033887018004724523,0.0,,3388.7018004724523,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002090,0.0003402495701966913,0.0003402495701966913,0.0,,340.2495701966913,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002102,0.0010111448920764575,0.0010111448920764575,0.0,,1011.1448920764575,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002103,0.000352691889219355,0.000352691889219355,0.0,,352.691889219355,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002120,0.0004822383331441567,0.0004822383331441567,0.0,,482.2383331441567,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002121,0.00030844272230622565,0.00030844272230622565,0.0,,308.4427223062257,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002122,0.0004643776541388175,0.0004643776541388175,0.0,,464.37765413881755,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002125,0.00034925338890663156,0.00034925338890663156,0.0,,349.2533889066316,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002136,0.0014664557499120554,0.0014664557499120554,0.0,,1466.4557499120554,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002154,0.002411191665720783,0.002411191665720783,0.0,,2411.191665720783,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002156,0.00029817352346606595,0.00029817352346606595,0.0,,298.17352346606594,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002158,0.00036133131590052086,0.00036133131590052086,0.0,,361.33131590052085,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002172,0.003482832406041131,0.003482832406041131,0.0,,3482.8324060411314,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002183,0.0008767969693530121,0.0008767969693530121,0.0,,876.7969693530122,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002190,0.0006348454005948392,0.0006348454005948392,0.0,,634.8454005948391,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002191,0.0036342599019559634,0.0036342599019559634,0.0,,3634.2599019559634,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002196,0.00031345491654370184,0.00031345491654370184,0.0,,313.4549165437018,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002198,0.0006253464669201034,0.0006253464669201034,0.0,,625.3464669201035,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002200,0.0033435191097994864,0.0033435191097994864,0.0,,3343.5191097994866,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002207,0.00032908652655506753,0.00032908652655506753,0.0,,329.0865265550675,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002211,0.00027647622186875574,0.00027647622186875574,0.0,,276.4762218687557,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002213,0.00026705424199676407,0.00026705424199676407,0.0,,267.05424199676406,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002216,0.0026396203498416995,0.0026396203498416995,0.0,,2639.6203498416994,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002219,0.0006027979164301958,0.0006027979164301958,0.0,,602.7979164301958,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002226,0.001638979955784062,0.001638979955784062,0.0,,1638.979955784062,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002229,0.00025853284523425066,0.00025853284523425066,0.0,,258.53284523425066,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002235,0.00035022895703206905,0.00035022895703206905,0.0,,350.22895703206905,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002238,0.0002836696077318569,0.0002836696077318569,0.0,,283.6696077318569,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002242,0.0007226626318010417,0.0007226626318010417,0.0,,722.6626318010417,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002243,0.0006146174834190232,0.0006146174834190232,0.0,,614.6174834190232,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002251,0.0003765224222747169,0.0003765224222747169,0.0,,376.52242227471686,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002259,0.004912124059450763,0.004912124059450763,0.0,,4912.1240594507635,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002263,0.0011398360601589156,0.0011398360601589156,0.0,,1139.8360601589156,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002270,0.004912124059450763,0.004912124059450763,0.0,,4912.1240594507635,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002272,0.0002598589981709445,0.0002598589981709445,0.0,,259.8589981709445,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002281,0.00025853284523425066,0.00025853284523425066,0.0,,258.53284523425066,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002284,0.0003425736792827342,0.0003425736792827342,0.0,,342.5736792827342,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002287,0.0006176451557511366,0.0006176451557511366,0.0,,617.6451557511366,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002288,0.00029995685793655674,0.00029995685793655674,0.0,,299.95685793655673,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002293,0.004912124059450763,0.004912124059450763,0.0,,4912.1240594507635,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002302,0.002817572283538893,0.002817572283538893,0.0,,2817.572283538893,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002306,0.00025853284523425066,0.00025853284523425066,0.0,,258.53284523425066,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002307,0.0018854431070297853,0.0018854431070297853,0.0,,1885.4431070297853,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002309,0.002279672120317831,0.002279672120317831,0.0,,2279.6721203178313,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002327,0.004912124059450763,0.004912124059450763,0.0,,4912.1240594507635,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002328,0.0005764688120343942,0.0005764688120343942,0.0,,576.4688120343942,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002353,0.0013931329624164526,0.0013931329624164526,0.0,,1393.1329624164525,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002355,0.0003178250104372135,0.0003178250104372135,0.0,,317.8250104372135,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002356,0.0011772954611970023,0.0011772954611970023,0.0,,1177.2954611970024,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002358,0.0005956387962825688,0.0005956387962825688,0.0,,595.6387962825687,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002369,0.00030322120100962686,0.00030322120100962686,0.0,,303.22120100962684,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002378,0.00030543719029836966,0.00030543719029836966,0.0,,305.43719029836967,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002379,0.002219149851636827,0.002219149851636827,0.0,,2219.149851636827,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002387,0.0004687176322148812,0.0004687176322148812,0.0,,468.7176322148812,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002391,0.0010319503425307054,0.0010319503425307054,0.0,,1031.9503425307055,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002395,0.0003050656122079823,0.0003050656122079823,0.0,,305.0656122079823,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002397,0.00029090943530737993,0.00029090943530737993,0.0,,290.9094353073799,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002412,0.0007485490544327207,0.0007485490544327207,0.0,,748.5490544327207,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002418,0.0009052849575269367,0.0009052849575269367,0.0,,905.2849575269366,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002424,0.00447792737919574,0.00447792737919574,0.0,,4477.92737919574,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002426,0.0005900327840822622,0.0005900327840822622,0.0,,590.0327840822622,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002430,0.0003644824610973277,0.0003644824610973277,0.0,,364.4824610973277,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002441,0.0005535627665230938,0.0005535627665230938,0.0,,553.5627665230937,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002442,0.00028889854059327354,0.00028889854059327354,0.0,,288.89854059327354,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002449,0.00029363458224234367,0.00029363458224234367,0.0,,293.63458224234364,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002468,0.0009020285368164081,0.0009020285368164081,0.0,,902.0285368164081,,,,CSMAR_TRD_Dalyr
2024-03-01,BUY,002470,0.0006364566833374656,0.0006364566833374656,0.0,,636.4566833374656,,,,CSMAR_TRD_Dalyr
